url,publication_id,title,year,kilometers,currency,price
https://auto.mercadolibre.com.ar/MLA-2026147798-chevrolet-tracker-12-premier-turbo-at7-_JM#polycard_client=search-nordic&position=1&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026147798,Chevrolet Tracker 1.2 Premier Turbo At,2025,0,$,23000657
https://auto.mercadolibre.com.ar/MLA-2026277706-chevrolet-tracker-12-rs-at67-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026277706,Chevrolet Tracker 1.2 Rs At6,2025,0,$,20000657
https://auto.mercadolibre.com.ar/MLA-2026121572-chevrolet-tracker-12-turbo-ltz-at7-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026121572,Chevrolet Tracker 1.2 Turbo Ltz At,2025,0,$,17900068
https://auto.mercadolibre.com.ar/MLA-2026591028-chevrolet-tracker-12-turbo-at7-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026591028,Chevrolet Tracker 1.2 Turbo At,2025,0,$,17032659
https://auto.mercadolibre.com.ar/MLA-2026290640-chevrolet-tracker-12-turbo-mt7-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026290640,Chevrolet Tracker 1.2 Turbo Mt,2025,0,$,14000007
https://auto.mercadolibre.com.ar/MLA-2026093960-chevrolet-tracker-12t-at-0km-fr-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026093960,Chevrolet Tracker 1.2t At,2025,0,$,24499999
https://auto.mercadolibre.com.ar/MLA-2026093956-chevrolet-tracker-12-turbo-ltz-at-0km-fr-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026093956,Chevrolet Tracker 1.2 Turbo Ltz At,2025,0,$,28999999
https://auto.mercadolibre.com.ar/MLA-2026250260-chevrolet-tracker-12-rs-at6-0km-fr-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026250260,Chevrolet Tracker 1.2 Rs At6,2025,0,$,32299999
https://auto.mercadolibre.com.ar/MLA-2026315010-chevrolet-tracker-12-premier-turbo-at-0km-fr-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026315010,Chevrolet Tracker 1.2 Premier Turbo At,2025,0,$,33499999
https://auto.mercadolibre.com.ar/MLA-2026236504-chevrolet-tracker-12-turbo-at-0km-fr-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026236504,Chevrolet Tracker 1.2 Turbo At,2025,0,$,24999900
https://auto.mercadolibre.com.ar/MLA-2026080834-chevrolet-tracker-12-turbo-ltz-at-0km-fr-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026080834,Chevrolet Tracker 1.2 Turbo Ltz At,2025,0,$,29399900
https://auto.mercadolibre.com.ar/MLA-2026249968-chevrolet-tracker-12-rs-at6-0km-fr-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026249968,Chevrolet Tracker 1.2 Rs At6,2025,0,$,32799900
https://auto.mercadolibre.com.ar/MLA-2026093614-chevrolet-tracker-12-premier-turbo-at-0km-fr-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026093614,Chevrolet Tracker 1.2 Premier Turbo At,2025,0,$,33999900
https://auto.mercadolibre.com.ar/MLA-2026275172-chevrolet-tracker-12-turbo-at-2025-0km-av-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026275172,Chevrolet Tracker 1.2 Turbo At,2025,0,$,25100023
https://auto.mercadolibre.com.ar/MLA-2026249214-chevrolet-tracker-12-turbo-ltz-at-go-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026249214,Chevrolet Tracker 1.2 Turbo Ltz At,2025,0,$,29289900
https://auto.mercadolibre.com.ar/MLA-2026066806-chevrolet-tracker-12-turbo-at-2025-0km-av-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026066806,Chevrolet Tracker 1.2 Turbo At,2025,0,$,25100023
https://auto.mercadolibre.com.ar/MLA-2026196668-chevrolet-tracker-12-turbo-ltz-at-av-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026196668,Chevrolet Tracker 1.2 Turbo Ltz At,2025,0,$,29600023
https://auto.mercadolibre.com.ar/MLA-2026104354-chevrolet-tracker-12-premier-turbo-at-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026104354,Chevrolet Tracker 1.2 Premier Turbo At,2025,0,$,33985900
https://auto.mercadolibre.com.ar/MLA-2026104174-chevrolet-tracker-12-rs-at6-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026104174,Chevrolet Tracker 1.2 Rs At6,2025,0,$,31959900
https://auto.mercadolibre.com.ar/MLA-2026182052-chevrolet-tracker-12-turbo-ltz-at-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026182052,Chevrolet Tracker 1.2 Turbo Ltz At,2025,0,$,29345900
https://auto.mercadolibre.com.ar/MLA-2026220412-chevrolet-tracker-12-turbo-at-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026220412,Chevrolet Tracker 1.2 Turbo At,2025,0,$,25252900
https://auto.mercadolibre.com.ar/MLA-2026084010-chevrolet-tracker-12-turbo-mt7-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026084010,Chevrolet Tracker 1.2 Turbo Mt,2025,0,$,15000026
https://auto.mercadolibre.com.ar/MLA-2026057958-chevrolet-tracker-12-turbo-at7-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026057958,Chevrolet Tracker 1.2 Turbo At,2025,0,$,17032504
https://auto.mercadolibre.com.ar/MLA-2026135898-chevrolet-tracker-12-turbo-ltz-at7-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026135898,Chevrolet Tracker 1.2 Turbo Ltz At,2025,0,$,21695320
https://auto.mercadolibre.com.ar/MLA-2026291770-chevrolet-tracker-12-rs-at67-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026291770,Chevrolet Tracker 1.2 Rs At6,2025,0,$,23652547
https://auto.mercadolibre.com.ar/MLA-2026278658-chevrolet-tracker-12-premier-turbo-at7-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=fa33e6b5-b959-4e7f-b70f-05742fae0a49,2026278658,Chevrolet Tracker 1.2 Premier Turbo At,2025,0,$,26000001
